county,city,office,district,candidate,party,votes
Lincoln,SOUTHPORT,U.S. House,1,Chellie Pingree,D,222
Sagadahoc,ARROWSIC,U.S. House,1,Chellie Pingree,D,226
Knox,NORTH HAVEN,U.S. House,1,Chellie Pingree,D,232
Cumberland,CHEBEAGUE ISLAND,U.S. House,1,Chellie Pingree,D,234
Lincoln,WESTPORT ISLAND,U.S. House,1,Chellie Pingree,D,275
Lincoln,ALNA,U.S. House,1,Chellie Pingree,D,301
Lincoln,BREMEN,U.S. House,1,Chellie Pingree,D,315
York,NEWFIELD,U.S. House,1,Chellie Pingree,D,380
Knox,FRIENDSHIP,U.S. House,1,Chellie Pingree,D,390
Cumberland,BALDWIN,U.S. House,1,Chellie Pingree,D,406
Lincoln,SOUTH BRISTOL,U.S. House,1,Chellie Pingree,D,408
York,CORNISH,U.S. House,1,Chellie Pingree,D,439
Lincoln,EDGECOMB,U.S. House,1,Chellie Pingree,D,453
Sagadahoc,GEORGETOWN,U.S. House,1,Chellie Pingree,D,459
Knox,APPLETON,U.S. House,1,Chellie Pingree,D,480
Knox,WASHINGTON,U.S. House,1,Chellie Pingree,D,494
Knox,CUSHING,U.S. House,1,Chellie Pingree,D,501
York,PARSONSFIELD,U.S. House,1,Chellie Pingree,D,506
Cumberland,SEBAGO,U.S. House,1,Chellie Pingree,D,565
Knox,VINALHAVEN,U.S. House,1,Chellie Pingree,D,588
Knox,HOPE,U.S. House,1,Chellie Pingree,D,591
Cumberland,POWNAL,U.S. House,1,Chellie Pingree,D,594
York,OGUNQUIT,U.S. House,1,Chellie Pingree,D,597
Lincoln,DRESDEN,U.S. House,1,Chellie Pingree,D,607
Knox,SOUTH THOMASTON,U.S. House,1,Chellie Pingree,D,611
Knox,OWLS HEAD,U.S. House,1,Chellie Pingree,D,638
York,DAYTON,U.S. House,1,Chellie Pingree,D,658
York,ACTON,U.S. House,1,Chellie Pingree,D,660
York,SHAPLEIGH,U.S. House,1,Chellie Pingree,D,678
Lincoln,NOBLEBORO,U.S. House,1,Chellie Pingree,D,679
Kennebec,WINDSOR,U.S. House,1,Chellie Pingree,D,689
Sagadahoc,WEST BATH,U.S. House,1,Chellie Pingree,D,734
Lincoln,WHITEFIELD,U.S. House,1,Chellie Pingree,D,742
Lincoln,NEWCASTLE,U.S. House,1,Chellie Pingree,D,772
Cumberland,HARRISON,U.S. House,1,Chellie Pingree,D,789
Lincoln,JEFFERSON,U.S. House,1,Chellie Pingree,D,789
Kennebec,CHELSEA,U.S. House,1,Chellie Pingree,D,803
York,LIMERICK,U.S. House,1,Chellie Pingree,D,812
Knox,UNION,U.S. House,1,Chellie Pingree,D,822
Sagadahoc,BOWDOIN,U.S. House,1,Chellie Pingree,D,832
Lincoln,DAMARISCOTTA,U.S. House,1,Chellie Pingree,D,838
Lincoln,BOOTHBAY HARBOR,U.S. House,1,Chellie Pingree,D,846
Sagadahoc,PHIPPSBURG,U.S. House,1,Chellie Pingree,D,864
Kennebec,PITTSTON,U.S. House,1,Chellie Pingree,D,892
Kennebec,MANCHESTER,U.S. House,1,Chellie Pingree,D,903
York,ALFRED,U.S. House,1,Chellie Pingree,D,914
York,LIMINGTON,U.S. House,1,Chellie Pingree,D,940
Kennebec,READFIELD,U.S. House,1,Chellie Pingree,D,948
Knox,THOMASTON,U.S. House,1,Chellie Pingree,D,968
Kennebec,FARMINGDALE,U.S. House,1,Chellie Pingree,D,980
Sagadahoc,BOWDOINHAM,U.S. House,1,Chellie Pingree,D,1065
Sagadahoc,RICHMOND,U.S. House,1,Chellie Pingree,D,1074
Sagadahoc,WOOLWICH,U.S. House,1,Chellie Pingree,D,1096
Cumberland,CASCO,U.S. House,1,Chellie Pingree,D,1097
Kennebec,HALLOWELL,U.S. House,1,Chellie Pingree,D,1131
Knox,SAINT GEORGE,U.S. House,1,Chellie Pingree,D,1131
Knox,WARREN,U.S. House,1,Chellie Pingree,D,1131
Lincoln,BRISTOL,U.S. House,1,Chellie Pingree,D,1139
UOC,,U.S. House,1,Chellie Pingree,D,1157
Cumberland,NAPLES,U.S. House,1,Chellie Pingree,D,1169
Lincoln,WISCASSET,U.S. House,1,Chellie Pingree,D,1177
Lincoln,BOOTHBAY,U.S. House,1,Chellie Pingree,D,1199
Kennebec,CHINA,U.S. House,1,Chellie Pingree,D,1229
York,LYMAN,U.S. House,1,Chellie Pingree,D,1253
York,LEBANON,U.S. House,1,Chellie Pingree,D,1350
York,ARUNDEL,U.S. House,1,Chellie Pingree,D,1366
Kennebec,VASSALBORO,U.S. House,1,Chellie Pingree,D,1373
York,KENNEBUNKPORT,U.S. House,1,Chellie Pingree,D,1410
Knox,ROCKPORT,U.S. House,1,Chellie Pingree,D,1416
York,HOLLIS,U.S. House,1,Chellie Pingree,D,1426
York,NORTH BERWICK,U.S. House,1,Chellie Pingree,D,1470
Cumberland,NORTH YARMOUTH,U.S. House,1,Chellie Pingree,D,1505
Lincoln,WALDOBORO,U.S. House,1,Chellie Pingree,D,1513
Cumberland,RAYMOND,U.S. House,1,Chellie Pingree,D,1519
Cumberland,BRIDGTON,U.S. House,1,Chellie Pingree,D,1607
Cumberland,NEW GLOUCESTER,U.S. House,1,Chellie Pingree,D,1724
York,BERWICK,U.S. House,1,Chellie Pingree,D,1767
York,WATERBORO,U.S. House,1,Chellie Pingree,D,1835
Kennebec,WINTHROP,U.S. House,1,Chellie Pingree,D,2050
Cumberland,HARPSWELL,U.S. House,1,Chellie Pingree,D,2080
York,ELIOT,U.S. House,1,Chellie Pingree,D,2334
Knox,CAMDEN,U.S. House,1,Chellie Pingree,D,2340
York,SOUTH BERWICK,U.S. House,1,Chellie Pingree,D,2383
Knox,ROCKLAND,U.S. House,1,Chellie Pingree,D,2400
York,BUXTON,U.S. House,1,Chellie Pingree,D,2406
Kennebec,WINSLOW,U.S. House,1,Chellie Pingree,D,2446
Cumberland,GRAY,U.S. House,1,Chellie Pingree,D,2499
Cumberland,CUMBERLAND,U.S. House,1,Chellie Pingree,D,2796
Cumberland,STANDISH,U.S. House,1,Chellie Pingree,D,2810
Sagadahoc,BATH,U.S. House,1,Chellie Pingree,D,3159
Cumberland,FREEPORT,U.S. House,1,Chellie Pingree,D,3398
York,WELLS,U.S. House,1,Chellie Pingree,D,3422
Sagadahoc,TOPSHAM,U.S. House,1,Chellie Pingree,D,3446
York,OLD ORCHARD BEACH,U.S. House,1,Chellie Pingree,D,3503
York,KITTERY,U.S. House,1,Chellie Pingree,D,3544
Cumberland,YARMOUTH,U.S. House,1,Chellie Pingree,D,3575
York,KENNEBUNK,U.S. House,1,Chellie Pingree,D,4110
Cumberland,CAPE ELIZABETH,U.S. House,1,Chellie Pingree,D,4228
Cumberland,FALMOUTH,U.S. House,1,Chellie Pingree,D,4413
York,SANFORD,U.S. House,1,Chellie Pingree,D,4712
Kennebec,WATERVILLE,U.S. House,1,Chellie Pingree,D,4815
Cumberland,WINDHAM,U.S. House,1,Chellie Pingree,D,5205
York,YORK,U.S. House,1,Chellie Pingree,D,5245
Cumberland,GORHAM,U.S. House,1,Chellie Pingree,D,5409
Kennebec,AUGUSTA,U.S. House,1,Chellie Pingree,D,5695
Cumberland,WESTBROOK,U.S. House,1,Chellie Pingree,D,5893
York,SACO,U.S. House,1,Chellie Pingree,D,6560
York,BIDDEFORD,U.S. House,1,Chellie Pingree,D,6801
Cumberland,SCARBOROUGH,U.S. House,1,Chellie Pingree,D,6817
Cumberland,BRUNSWICK,U.S. House,1,Chellie Pingree,D,8252
Cumberland,SOUTH PORTLAND,U.S. House,1,Chellie Pingree,D,10341
Cumberland,PORTLAND,U.S. House,1,Chellie Pingree,D,28419
Knox,CRIEHAVEN TWP ,U.S. House,1,Jonathan Courtney,R,0
Knox,ISLE AU HAUT,U.S. House,1,Jonathan Courtney,R,4
Lincoln,MONHEGAN PLT,U.S. House,1,Jonathan Courtney,R,4
Knox,MATINICUS ISLE PLT,U.S. House,1,Jonathan Courtney,R,10
Cumberland,FRYE ISLAND,U.S. House,1,Jonathan Courtney,R,25
Knox,NORTH HAVEN,U.S. House,1,Jonathan Courtney,R,44
Cumberland,LONG ISLAND,U.S. House,1,Jonathan Courtney,R,52
Cumberland,CHEBEAGUE ISLAND,U.S. House,1,Jonathan Courtney,R,59
Sagadahoc,ARROWSIC,U.S. House,1,Jonathan Courtney,R,91
Knox,VINALHAVEN,U.S. House,1,Jonathan Courtney,R,117
Lincoln,SOMERVILLE,U.S. House,1,Jonathan Courtney,R,118
Lincoln,ALNA,U.S. House,1,Jonathan Courtney,R,147
Lincoln,BREMEN,U.S. House,1,Jonathan Courtney,R,171
Lincoln,WESTPORT ISLAND,U.S. House,1,Jonathan Courtney,R,196
Lincoln,SOUTH BRISTOL,U.S. House,1,Jonathan Courtney,R,199
Lincoln,SOUTHPORT,U.S. House,1,Jonathan Courtney,R,199
Sagadahoc,GEORGETOWN,U.S. House,1,Jonathan Courtney,R,245
Knox,SOUTH THOMASTON,U.S. House,1,Jonathan Courtney,R,255
York,OGUNQUIT,U.S. House,1,Jonathan Courtney,R,287
Knox,APPLETON,U.S. House,1,Jonathan Courtney,R,288
Knox,FRIENDSHIP,U.S. House,1,Jonathan Courtney,R,293
York,CORNISH,U.S. House,1,Jonathan Courtney,R,294
Knox,CUSHING,U.S. House,1,Jonathan Courtney,R,296
Lincoln,EDGECOMB,U.S. House,1,Jonathan Courtney,R,296
Knox,OWLS HEAD,U.S. House,1,Jonathan Courtney,R,315
Knox,HOPE,U.S. House,1,Jonathan Courtney,R,327
York,PARSONSFIELD,U.S. House,1,Jonathan Courtney,R,328
Knox,WASHINGTON,U.S. House,1,Jonathan Courtney,R,348
Cumberland,BALDWIN,U.S. House,1,Jonathan Courtney,R,358
Lincoln,DRESDEN,U.S. House,1,Jonathan Courtney,R,359
Cumberland,POWNAL,U.S. House,1,Jonathan Courtney,R,362
Kennebec,HALLOWELL,U.S. House,1,Jonathan Courtney,R,375
York,NEWFIELD,U.S. House,1,Jonathan Courtney,R,375
Lincoln,NEWCASTLE,U.S. House,1,Jonathan Courtney,R,388
Lincoln,NOBLEBORO,U.S. House,1,Jonathan Courtney,R,395
Knox,SAINT GEORGE,U.S. House,1,Jonathan Courtney,R,406
UOC,,U.S. House,1,Jonathan Courtney,R,413
Cumberland,SEBAGO,U.S. House,1,Jonathan Courtney,R,415
Knox,THOMASTON,U.S. House,1,Jonathan Courtney,R,431
Lincoln,DAMARISCOTTA,U.S. House,1,Jonathan Courtney,R,446
Sagadahoc,WEST BATH,U.S. House,1,Jonathan Courtney,R,453
York,DAYTON,U.S. House,1,Jonathan Courtney,R,454
Lincoln,WHITEFIELD,U.S. House,1,Jonathan Courtney,R,473
Lincoln,BOOTHBAY HARBOR,U.S. House,1,Jonathan Courtney,R,476
Sagadahoc,PHIPPSBURG,U.S. House,1,Jonathan Courtney,R,499
Kennebec,CHELSEA,U.S. House,1,Jonathan Courtney,R,510
Knox,UNION,U.S. House,1,Jonathan Courtney,R,517
Kennebec,WINDSOR,U.S. House,1,Jonathan Courtney,R,525
Kennebec,READFIELD,U.S. House,1,Jonathan Courtney,R,549
Kennebec,FARMINGDALE,U.S. House,1,Jonathan Courtney,R,581
York,LIMERICK,U.S. House,1,Jonathan Courtney,R,584
Cumberland,HARRISON,U.S. House,1,Jonathan Courtney,R,590
York,ACTON,U.S. House,1,Jonathan Courtney,R,630
Lincoln,BRISTOL,U.S. House,1,Jonathan Courtney,R,631
Lincoln,JEFFERSON,U.S. House,1,Jonathan Courtney,R,634
Sagadahoc,BOWDOINHAM,U.S. House,1,Jonathan Courtney,R,640
Kennebec,PITTSTON,U.S. House,1,Jonathan Courtney,R,646
Kennebec,MANCHESTER,U.S. House,1,Jonathan Courtney,R,647
Sagadahoc,RICHMOND,U.S. House,1,Jonathan Courtney,R,651
Knox,ROCKPORT,U.S. House,1,Jonathan Courtney,R,704
Sagadahoc,BOWDOIN,U.S. House,1,Jonathan Courtney,R,726
York,SHAPLEIGH,U.S. House,1,Jonathan Courtney,R,726
Knox,CAMDEN,U.S. House,1,Jonathan Courtney,R,738
Knox,WARREN,U.S. House,1,Jonathan Courtney,R,782
Sagadahoc,WOOLWICH,U.S. House,1,Jonathan Courtney,R,788
York,ALFRED,U.S. House,1,Jonathan Courtney,R,796
Cumberland,CASCO,U.S. House,1,Jonathan Courtney,R,798
Lincoln,BOOTHBAY,U.S. House,1,Jonathan Courtney,R,822
York,ARUNDEL,U.S. House,1,Jonathan Courtney,R,833
York,LIMINGTON,U.S. House,1,Jonathan Courtney,R,841
Lincoln,WISCASSET,U.S. House,1,Jonathan Courtney,R,847
Knox,ROCKLAND,U.S. House,1,Jonathan Courtney,R,857
Cumberland,NAPLES,U.S. House,1,Jonathan Courtney,R,879
Cumberland,NORTH YARMOUTH,U.S. House,1,Jonathan Courtney,R,900
York,HOLLIS,U.S. House,1,Jonathan Courtney,R,907
Kennebec,VASSALBORO,U.S. House,1,Jonathan Courtney,R,917
York,KENNEBUNKPORT,U.S. House,1,Jonathan Courtney,R,969
Kennebec,CHINA,U.S. House,1,Jonathan Courtney,R,985
Lincoln,WALDOBORO,U.S. House,1,Jonathan Courtney,R,993
York,LYMAN,U.S. House,1,Jonathan Courtney,R,1042
Cumberland,RAYMOND,U.S. House,1,Jonathan Courtney,R,1102
Cumberland,BRIDGTON,U.S. House,1,Jonathan Courtney,R,1106
Cumberland,HARPSWELL,U.S. House,1,Jonathan Courtney,R,1208
York,NORTH BERWICK,U.S. House,1,Jonathan Courtney,R,1211
Sagadahoc,BATH,U.S. House,1,Jonathan Courtney,R,1284
Kennebec,WINTHROP,U.S. House,1,Jonathan Courtney,R,1366
Cumberland,NEW GLOUCESTER,U.S. House,1,Jonathan Courtney,R,1409
York,ELIOT,U.S. House,1,Jonathan Courtney,R,1431
York,LEBANON,U.S. House,1,Jonathan Courtney,R,1479
York,SOUTH BERWICK,U.S. House,1,Jonathan Courtney,R,1491
York,OLD ORCHARD BEACH,U.S. House,1,Jonathan Courtney,R,1536
Kennebec,WINSLOW,U.S. House,1,Jonathan Courtney,R,1554
York,KITTERY,U.S. House,1,Jonathan Courtney,R,1563
Cumberland,FREEPORT,U.S. House,1,Jonathan Courtney,R,1604
York,WATERBORO,U.S. House,1,Jonathan Courtney,R,1607
York,BERWICK,U.S. House,1,Jonathan Courtney,R,1689
York,BUXTON,U.S. House,1,Jonathan Courtney,R,1720
Cumberland,YARMOUTH,U.S. House,1,Jonathan Courtney,R,1870
Kennebec,WATERVILLE,U.S. House,1,Jonathan Courtney,R,1895
Cumberland,GRAY,U.S. House,1,Jonathan Courtney,R,1903
Sagadahoc,TOPSHAM,U.S. House,1,Jonathan Courtney,R,1961
Cumberland,CUMBERLAND,U.S. House,1,Jonathan Courtney,R,1990
Cumberland,CAPE ELIZABETH,U.S. House,1,Jonathan Courtney,R,1995
Cumberland,STANDISH,U.S. House,1,Jonathan Courtney,R,2163
York,WELLS,U.S. House,1,Jonathan Courtney,R,2287
York,KENNEBUNK,U.S. House,1,Jonathan Courtney,R,2574
Cumberland,WESTBROOK,U.S. House,1,Jonathan Courtney,R,2637
York,BIDDEFORD,U.S. House,1,Jonathan Courtney,R,2754
Kennebec,AUGUSTA,U.S. House,1,Jonathan Courtney,R,2936
Cumberland,FALMOUTH,U.S. House,1,Jonathan Courtney,R,2970
York,YORK,U.S. House,1,Jonathan Courtney,R,3032
York,SACO,U.S. House,1,Jonathan Courtney,R,3111
Cumberland,BRUNSWICK,U.S. House,1,Jonathan Courtney,R,3201
Cumberland,GORHAM,U.S. House,1,Jonathan Courtney,R,3314
Cumberland,WINDHAM,U.S. House,1,Jonathan Courtney,R,3629
Cumberland,SOUTH PORTLAND,U.S. House,1,Jonathan Courtney,R,3639
York,SANFORD,U.S. House,1,Jonathan Courtney,R,4617
Cumberland,SCARBOROUGH,U.S. House,1,Jonathan Courtney,R,4628
Cumberland,PORTLAND,U.S. House,1,Jonathan Courtney,R,6703
Hancock,FRANKLIN TWPS ,U.S. House,2,Michael Michaud,D,0
Penobscot,EAST MILLINOCKET PEN TWPS ,U.S. House,2,Michael Michaud,D,0
Piscataquis,BEAVER COVE TWPS ,U.S. House,2,Michael Michaud,D,0
Piscataquis,GREENVILLE PIS TWPS ,U.S. House,2,Michael Michaud,D,0
Piscataquis,ORNEVILLE TWP ,U.S. House,2,Michael Michaud,D,0
Somerset,HIGHLAND SOM TWPS ,U.S. House,2,Michael Michaud,D,0
Aroostook,MORO PLT TWPS ,U.S. House,2,Michael Michaud,D,1
Aroostook,T15 R9 TWP ,U.S. House,2,Michael Michaud,D,1
Franklin,LANG TWP ,U.S. House,2,Michael Michaud,D,1
Hancock,T7 SD ,U.S. House,2,Michael Michaud,D,1
Oxford,ANDOVER TWPS ,U.S. House,2,Michael Michaud,D,1
Penobscot,EAST MILLINOCKET ARO TWPS ,U.S. House,2,Michael Michaud,D,1
Somerset,CONCORD TWP ,U.S. House,2,Michael Michaud,D,1
Washington,BEDDINGTON TWPS ,U.S. House,2,Michael Michaud,D,1
Aroostook,FORT KENT TWPS ,U.S. House,2,Michael Michaud,D,2
Aroostook,T12 R13 ,U.S. House,2,Michael Michaud,D,2
Franklin,EUSTIS FRA TWPS ,U.S. House,2,Michael Michaud,D,2
Hancock,AURORA TWPS ,U.S. House,2,Michael Michaud,D,2
Hancock,GREAT POND TWPS ,U.S. House,2,Michael Michaud,D,2
Hancock,T3 ND ,U.S. House,2,Michael Michaud,D,2
Somerset,SPRING LAKE ,U.S. House,2,Michael Michaud,D,2
Washington,COOPER TWP ,U.S. House,2,Michael Michaud,D,2
Washington,WESLEY TWPS ,U.S. House,2,Michael Michaud,D,2
Aroostook,GLENWOOD PLT,U.S. House,2,Michael Michaud,D,3
Aroostook,TD R2 WELS ,U.S. House,2,Michael Michaud,D,3
Penobscot,MEDWAY ARO TWPS ,U.S. House,2,Michael Michaud,D,3
Washington,T10 SD ,U.S. House,2,Michael Michaud,D,3
Aroostook,T15 R6 WELS ,U.S. House,2,Michael Michaud,D,4
Oxford,MAGALLOWAY PLT,U.S. House,2,Michael Michaud,D,4
Franklin,RANGELEY OXF TWPS ,U.S. House,2,Michael Michaud,D,5
Washington,CENTERVILLE TWP ,U.S. House,2,Michael Michaud,D,5
Franklin,WELD TWPS ,U.S. House,2,Michael Michaud,D,7
Washington,DEBLOIS,U.S. House,2,Michael Michaud,D,7
Penobscot,DREW PLT,U.S. House,2,Michael Michaud,D,8
Somerset,DENNISTOWN PLT,U.S. House,2,Michael Michaud,D,8
Washington,TALMADGE,U.S. House,2,Michael Michaud,D,8
Aroostook,BANCROFT,U.S. House,2,Michael Michaud,D,11
Aroostook,VAN BUREN TWPS ,U.S. House,2,Michael Michaud,D,11
Oxford,LINCOLN PLT,U.S. House,2,Michael Michaud,D,11
Piscataquis,ELLIOTTSVILLE TWP ,U.S. House,2,Michael Michaud,D,11
Aroostook,E TWP,U.S. House,2,Michael Michaud,D,12
Aroostook,MORO PLT,U.S. House,2,Michael Michaud,D,12
Aroostook,NASHVILLE PLT,U.S. House,2,Michael Michaud,D,12
Aroostook,T11 R4 WELS ,U.S. House,2,Michael Michaud,D,13
Franklin,WILTON TWPS ,U.S. House,2,Michael Michaud,D,13
Hancock,OSBORN,U.S. House,2,Michael Michaud,D,13
Aroostook,HERSEY,U.S. House,2,Michael Michaud,D,14
Penobscot,WEBSTER PLT,U.S. House,2,Michael Michaud,D,14
Washington,BEDDINGTON,U.S. House,2,Michael Michaud,D,14
Aroostook,OXBOW PLT,U.S. House,2,Michael Michaud,D,16
Hancock,GREAT POND,U.S. House,2,Michael Michaud,D,16
Washington,CRAWFORD,U.S. House,2,Michael Michaud,D,16
Hancock,FLETCHERS LANDING TWP (T8 SD) ,U.S. House,2,Michael Michaud,D,17
Penobscot,MATTAMISCONTIS TWP ,U.S. House,2,Michael Michaud,D,19
Penobscot,SEBOEIS PLT,U.S. House,2,Michael Michaud,D,21
Somerset,BRIGHTON PLT,U.S. House,2,Michael Michaud,D,21
Aroostook,CYR PLT,U.S. House,2,Michael Michaud,D,23
Aroostook,WESTMANLAND,U.S. House,2,Michael Michaud,D,23
Hancock,AURORA,U.S. House,2,Michael Michaud,D,23
Oxford,UPTON,U.S. House,2,Michael Michaud,D,23
Penobscot,MEDWAY PEN TWPS ,U.S. House,2,Michael Michaud,D,23
Somerset,THE FORKS PLT,U.S. House,2,Michael Michaud,D,23
Washington,WAITE,U.S. House,2,Michael Michaud,D,23
Aroostook,HAMMOND,U.S. House,2,Michael Michaud,D,24
Hancock,FRENCHBORO,U.S. House,2,Michael Michaud,D,24
Washington,WESLEY,U.S. House,2,Michael Michaud,D,24
Penobscot,MAXFIELD,U.S. House,2,Michael Michaud,D,25
Penobscot,MILLINOCKET PIS TWPS ,U.S. House,2,Michael Michaud,D,26
Somerset,WEST FORKS PLT,U.S. House,2,Michael Michaud,D,26
Aroostook,GARFIELD PLT,U.S. House,2,Michael Michaud,D,27
Penobscot,MATTAWAMKEAG TWPS ,U.S. House,2,Michael Michaud,D,27
Somerset,CARATUNK,U.S. House,2,Michael Michaud,D,27
Washington,MEDDYBEMPS,U.S. House,2,Michael Michaud,D,27
Aroostook,MACWAHOC PLT,U.S. House,2,Michael Michaud,D,28
Somerset,PLEASANT RIDGE PLT,U.S. House,2,Michael Michaud,D,29
Penobscot,PRENTISS TWP,U.S. House,2,Michael Michaud,D,30
Washington,TOPSFIELD,U.S. House,2,Michael Michaud,D,30
Aroostook,HAYNESVILLE,U.S. House,2,Michael Michaud,D,31
Penobscot,KINGMAN TWP,U.S. House,2,Michael Michaud,D,31
Piscataquis,WILLIMANTIC,U.S. House,2,Michael Michaud,D,31
Washington,BARING PLT,U.S. House,2,Michael Michaud,D,31
Washington,GRAND LAKE STREAM PLT,U.S. House,2,Michael Michaud,D,32
Piscataquis,BOWERBANK,U.S. House,2,Michael Michaud,D,34
Aroostook,REED PLT,U.S. House,2,Michael Michaud,D,35
Washington,BROOKTON TWP,U.S. House,2,Michael Michaud,D,36
Washington,NORTHFIELD,U.S. House,2,Michael Michaud,D,36
Washington,WHITNEYVILLE,U.S. House,2,Michael Michaud,D,36
Penobscot,CARROLL PLT,U.S. House,2,Michael Michaud,D,37
Penobscot,EDINBURG,U.S. House,2,Michael Michaud,D,38
Piscataquis,LAKE VIEW PLT,U.S. House,2,Michael Michaud,D,39
Franklin,SANDY RIVER PLT,U.S. House,2,Michael Michaud,D,43
Penobscot,LAKEVILLE,U.S. House,2,Michael Michaud,D,43
Somerset,MOOSE RIVER,U.S. House,2,Michael Michaud,D,43
Oxford,MILTON TWP ,U.S. House,2,Michael Michaud,D,44
Penobscot,ARGYLE TWP ,U.S. House,2,Michael Michaud,D,44
Washington,VANCEBORO,U.S. House,2,Michael Michaud,D,44
Penobscot,GREENFIELD TWP ,U.S. House,2,Michael Michaud,D,45
Aroostook,CARY PLT,U.S. House,2,Michael Michaud,D,46
Piscataquis,BEAVER COVE,U.S. House,2,Michael Michaud,D,46
Somerset,HIGHLAND PLT,U.S. House,2,Michael Michaud,D,46
Washington,COOPER,U.S. House,2,Michael Michaud,D,46
Aroostook,ORIENT,U.S. House,2,Michael Michaud,D,47
Franklin,COPLIN PLT,U.S. House,2,Michael Michaud,D,47
Franklin,MADRID TWP ,U.S. House,2,Michael Michaud,D,47
Washington,EDMUNDS TWP,U.S. House,2,Michael Michaud,D,47
Washington,DENNYSVILLE,U.S. House,2,Michael Michaud,D,48
Aroostook,AMITY,U.S. House,2,Michael Michaud,D,49
Oxford,BYRON,U.S. House,2,Michael Michaud,D,51
Aroostook,WESTON,U.S. House,2,Michael Michaud,D,56
Washington,CHARLOTTE,U.S. House,2,Michael Michaud,D,56
Piscataquis,SHIRLEY,U.S. House,2,Michael Michaud,D,57
Aroostook,MADAWASKA LAKE TWP,U.S. House,2,Michael Michaud,D,58
Franklin,FREEMAN TWP ,U.S. House,2,Michael Michaud,D,60
Hancock,WALTHAM,U.S. House,2,Michael Michaud,D,60
Oxford,GILEAD,U.S. House,2,Michael Michaud,D,62
Aroostook,CRYSTAL,U.S. House,2,Michael Michaud,D,63
Penobscot,MOUNT CHASE,U.S. House,2,Michael Michaud,D,63
Aroostook,HAMLIN,U.S. House,2,Michael Michaud,D,64
Aroostook,WADE,U.S. House,2,Michael Michaud,D,64
Franklin,RANGELEY PLT,U.S. House,2,Michael Michaud,D,65
Washington,COLUMBIA,U.S. House,2,Michael Michaud,D,65
Piscataquis,MEDFORD,U.S. House,2,Michael Michaud,D,66
Aroostook,DYER BROOK,U.S. House,2,Michael Michaud,D,69
Aroostook,MERRILL,U.S. House,2,Michael Michaud,D,69
Washington,MARSHFIELD,U.S. House,2,Michael Michaud,D,71
Hancock,AMHERST,U.S. House,2,Michael Michaud,D,73
Washington,ROQUE BLUFFS,U.S. House,2,Michael Michaud,D,74
Aroostook,SMYRNA,U.S. House,2,Michael Michaud,D,75
Aroostook,PERHAM,U.S. House,2,Michael Michaud,D,81
Penobscot,WOODVILLE,U.S. House,2,Michael Michaud,D,81
Piscataquis,ATKINSON,U.S. House,2,Michael Michaud,D,83
Piscataquis,WELLINGTON,U.S. House,2,Michael Michaud,D,83
Penobscot,BURLINGTON,U.S. House,2,Michael Michaud,D,84
Aroostook,MASARDIS,U.S. House,2,Michael Michaud,D,85
Aroostook,ALLAGASH,U.S. House,2,Michael Michaud,D,86
Hancock,EASTBROOK,U.S. House,2,Michael Michaud,D,86
Penobscot,MILLINOCKET PEN TWPS ,U.S. House,2,Michael Michaud,D,86
Penobscot,SPRINGFIELD,U.S. House,2,Michael Michaud,D,87
Washington,CUTLER,U.S. House,2,Michael Michaud,D,87
Somerset,ROCKWOOD TWP,U.S. House,2,Michael Michaud,D,88
Penobscot,WINN,U.S. House,2,Michael Michaud,D,89
Aroostook,STOCKHOLM,U.S. House,2,Michael Michaud,D,92
Oxford,STONEHAM,U.S. House,2,Michael Michaud,D,92
Penobscot,LOWELL,U.S. House,2,Michael Michaud,D,92
Aroostook,CASTLE HILL,U.S. House,2,Michael Michaud,D,93
Aroostook,SAINT JOHN PLT,U.S. House,2,Michael Michaud,D,93
Aroostook,WINTERVILLE PLT,U.S. House,2,Michael Michaud,D,93
Washington,JONESBORO,U.S. House,2,Michael Michaud,D,93
Oxford,HANOVER,U.S. House,2,Michael Michaud,D,94
Penobscot,PASSADUMKEAG,U.S. House,2,Michael Michaud,D,94
Washington,ALEXANDER,U.S. House,2,Michael Michaud,D,95
Hancock,SWANS ISLAND,U.S. House,2,Michael Michaud,D,96
Washington,BEALS,U.S. House,2,Michael Michaud,D,102
Washington,COLUMBIA FALLS,U.S. House,2,Michael Michaud,D,102
Washington,ROBBINSTON,U.S. House,2,Michael Michaud,D,102
Aroostook,CASWELL,U.S. House,2,Michael Michaud,D,104
Penobscot,STACYVILLE,U.S. House,2,Michael Michaud,D,108
Somerset,RIPLEY,U.S. House,2,Michael Michaud,D,109
Hancock,CRANBERRY ISLES,U.S. House,2,Michael Michaud,D,110
Washington,PLEASANT PT VOTING DIS,U.S. House,2,Michael Michaud,D,110
Aroostook,CONNOR TWP,U.S. House,2,Michael Michaud,D,117
Aroostook,LUDLOW,U.S. House,2,Michael Michaud,D,118
Oxford,STOW,U.S. House,2,Michael Michaud,D,118
Hancock,SORRENTO,U.S. House,2,Michael Michaud,D,119
Washington,DANFORTH,U.S. House,2,Michael Michaud,D,119
Somerset,CAMBRIDGE,U.S. House,2,Michael Michaud,D,122
Hancock,MARIAVILLE,U.S. House,2,Michael Michaud,D,123
Washington,INDIAN TOWNSHIP,U.S. House,2,Michael Michaud,D,127
Franklin,AVON,U.S. House,2,Michael Michaud,D,129
Hancock,WINTER HARBOR,U.S. House,2,Michael Michaud,D,130
